ID,fisk_id1,fisk_id2,Longitude,Latitude,Season,Date,Fjord,Distance_farm,Treatment,Location,Farm,Length_cm,Weight_g,Gonade_g,Length,Weight,Fulton,Liver,Gonad,Stomach,Ovarie,Code_sex_maturity,Maturity,Sex,nitrogen,dorsal fin,otolitt,redskap_Norw,Sampling_gear,Age,Age_first_spawn,Spawning_zones,pan1,pan2,NEAC,CC,Genotype,FA_G,FA_M,FA_L,Lauric,Tridecanoic,Myristic,Myristoleic,Pentadecanoic,Palmitic,Palmitoleic,Heptadecanoic,cis_10_Heptadecenoic,Stearic,Elaidic,Oleic,Vaccenic,Linoleic,Arachidic,g_Linolenic_Acid,cis_11_Eicosenoic,Linolenic,Eicosadienoic,Behenic,Eicosatrienoic_3n6,Erucic,Eicosatrienoic_3n3,Arachidonic,Docosadienoic,Lignoceric,Eicosapentaenoic,Nervonic,Docosatetraenoic,Docosapentaenoic,Docosahexaenoic,w3,w6,SFA,MFA,PUFA
F_206,WP3-206,20-B-10,21.81979,70.19185,Q220,2020-05-12,Bergsfjord,0,Impact,Bergsfjord,1,69.5,2759,16,69.5,2759,0.8218589457402558,61,16,157,1,mature_female_berg,mature,female,1,1,1,Jukse,hooks,5,NA,NA,A,A,0,1,CC,1,1,1,0.1773585468,5.5050718781,6.4998237016,0.0586046234,0.695201794,17.436274474,6.7243677596,0.2404687864,0.4823503842,3.5632441089,0.1986869094,21.5510748643,5.2593918371,4.7134553529,0.2119563199,0.0924379808,11.2341741243,1.7468989561,0.8164015611,0.1117725958,0.1274548366,0.8666252173,0.2531234077,0.3034221712,0.5781925238,0.0497523185,2.6045424191,0.8319633522,0.0636368918,0.1364528474,6.8658174556,14.5733914827,6.6950013182,34.49092452399999,47.2072390718,18.3018364041
F_207,WP3-207,20-B-11,21.81979,70.19185,Q220,2020-05-12,Bergsfjord,0,Impact,Bergsfjord,1,60.5,2275,10,60.5,2275,1.027342552697875,149,10,104,1,mature_female_berg,mature,female,1,1,1,Jukse,hooks,4,NA,NA,A,A,0,1,CC,1,1,1,0,3.4563354825,2.1384912715,0.0190490058,0.2090116826,8.7261553614,3.2324089966,0.1425057856,0.1919637278,2.1202815017,0.1043568921,38.2574485123,3.7886085351,17.2283882452,0.0983269567,0.0754154691,0.1647702304,6.6564064309,0.6447733121,0.0427586292,0.0670194439,0.2679678257,0.1312915406,0.3673141968,0.3820573483,0.0277448608,5.2703045002,0.1583944565,0.0104817568,0.0399901016,5.9799779405,28.649952328100003,18.775449772200002,16.961611532,46.1849681823,36.853420286
F_212,WP3-212,20-B-16,21.81979,70.19185,Q220,2020-05-13,Bergsfjord,0,Impact,Bergsfjord,1,58,2060,6,58,2060,1.0558038459961459,219,6,51,1,immature_female_berg,immature,female,1,1,1,Jukse,hooks,5,NA,NA,A,B,0,1,CC,1,1,1,0.0155421382,1.6516295803,2.2743044426,0.0208849429,0.2624525445,10.2244706285,3.5030057704,0.2025797247,0.0195468312,3.3171437268,0.3770000987,49.5565622782,4.7115590579,0.0329984747,0.0255458228,0.0597320817,0.5536738227,8.5050580138,0.0743724249,0.0152110084,0.08880694,0.0472169363,0.2018678212,0.5011280607,0.0266907209,0.0254464935,6.3185438663,0.2022151538,0.0212480844,0.0487132418,7.1148492673,13.716972671299999,0.8049767873000001,18.0143261103,58.9916648921,22.994008997699996
F_213,WP3-213,20-B-17,21.81979,70.19185,Q220,2020-05-13,Bergsfjord,0,Impact,Bergsfjord,1,54.5,1472,8,54.5,1472,0.9093232661199093,138,8,31,1,immature_female_berg,immature,female,1,1,1,Jukse,hooks,4,NA,NA,A,B,0.01,0.99,CC,1,1,1,0,1.844213563,1.712052346,0.0169080398,0.185214715,9.0880580459,3.1264809845,0.1752766995,0.235948011,2.9786422271,0.0922152258,39.9657748849,4.1789141516,16.4625407249,0.1623453447,0.0691773651,0.1105900391,6.4280100087,0.4773192165,0.0570314294,0.056161734,0.3419611831,0.1161827083,0.3362322306,0.3701483188,0.0155146374,4.7571551329,0.2710652899,0.0097457289,0.0317942032,6.3273258103,27.694998579599996,17.781325318799997,16.218349007999997,48.33985780969999,35.441793182199994
F_214,WP3-214,20-B-18,21.81979,70.19185,Q220,2020-05-13,Bergsfjord,0,Impact,Bergsfjord,1,51.5,1277,5,51.5,1277,0.9349087191951878,101,5,45,1,immature_female_berg,immature,female,1,1,1,Jukse,hooks,3,NA,NA,A,B,0,1,CC,1,1,1,0,3.0608024957,1.9167935944,0.0158592299,0.0984216925,9.0237085146,2.8402330465,0.1585243426,0.1415059214,3.167606372,0.0857020355,36.4810988468,3.6205296437,17.8963981046,0.1337962125,0.0747579696,0.0999391188,7.6280349791,0.536277136,0.0443115659,0.0909085215,0.2447121804,0.148029702,0.4202590735,0.3673868673,0.0202235456,5.0099846603,0.1704711683,0.0129960432,0.0364431151,6.4542843007,29.545139882699996,19.3989837157,17.624188335799996,43.700051191300005,38.675760472899995
F_217,WP3-217,20-B-21,21.81979,70.19185,Q220,2020-05-13,Bergsfjord,0,Impact,Bergsfjord,1,44.5,908,4,44.5,908,1.0303999182942796,37,4,59,1,immature_female_berg,immature,female,1,1,1,Jukse,hooks,3,NA,NA,A,B,0,1,CC,1,1,1,0.0193104476,3.4332309763,2.7462970053,0.0189940914,0.2264574775,8.9596027142,3.9230033544,0.152559695,0.1630135407,2.3493946906,0.0694176992,33.6590927654,3.8259155856,15.8814203933,0.0953468906,0.0566431788,0.1080757117,6.2518414617,0.4791917964,0.0582128527,0.0831738219,0.320206083,0.1252002071,0.4824704518,0.5053947099,0.0667840889,6.5952678055,0.1778123677,0.0159286047,0.0440747057,9.1066648257,31.752627937300005,17.504222956800003,18.1071968387,42.2655311991,39.627271962500004
F_218,WP3-218,20-B-22,21.81979,70.19185,Q220,2020-05-13,Bergsfjord,0,Impact,Bergsfjord,1,55.5,1632,NA,55.5,1632,0.9546434674265207,89,NA,56,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,4,NA,NA,A,B,0.05,0.95,CC,0,1,1,0.0149153371,3.2488477169,2.2357961021,0.0269418799,0.2010378175,9.7987052372,3.6754829321,0.142718621,0.1622601989,2.6747823443,0.0790031263,33.5788544135,3.8153786418,16.117122918,0.1173472331,0.092163746,3.0327668386,6.8072867203,0.5181940355,0.0184237818,0.0943564997,0.2467802154,0.1336495191,0.4769516611,0.3837530497,0.0157597609,5.4790350586,0.1975947704,0,0.0355403309,6.5785494925,28.3438973191,17.68254191,18.468333951899996,44.8150630169,36.716603031400005
F_220,WP3-220,20-B-24,21.793226,70.21833,Q220,2020-05-19,Bergsfjord,3113.2036117016,Impact,Bergsfjord,0,68,2565,27,68,2565,0.8157566659881946,114,27,41,1,mature_female_berg,mature,female,1,1,1,Garn,gillnet,7,6,1,A,A,0.17,0.83,CC,1,1,1,0.0430055544,4.1390797552,4.8044822227,0.0917698546,0.4864021603,14.6937366551,8.7695840424,0.2201289942,0.4887117843,2.5406887594,0.1613503651,22.5968157929,7.0168146894,1.9530010637,0.1138410265,0.0486037165,13.6712698199,0.6836465822,0.4014479931,0.0886775927,0.0606362833,0.7080299687,0.1450936339,0.6275940412,0.5550570139,0.0077667016,5.4052333819,0.3574859006,0.0206781072,0.0881664487,9.0112000944,16.602694622599998,3.6670182189000005,27.137809422100005,53.86183221789999,19.00035836
F_225,WP3-225,20-B-29,21.818739,70.182689,Q320,2020-07-07,Bergsfjord,1020.5685867475,Impact,Bergsfjord,0,56,1340,NA,56,1340,0.7630284256559767,20,NA,43,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,5,NA,NA,A,B,0,1,CC,0,1,1,0,7.9151801404,7.5492968791,0.08527777,0.6770333498,18.9197521007,9.9645310863,0.1673118631,0.3830964564,4.2913531067,0.1575283884,15.9557631743,6.5490025706,1.9143968517,0.1583297402,0.0397330278,11.5533662823,0.5321795131,0.3638723191,0,0.056160708,0.9171799595,0.1668218709,0.7699410959,0.3179963924,0.0344415535,3.4958649249,1.0704784376,0.0440056293,0.0814899433,5.8686148647,11.5271884555,3.5061060242000006,39.712698733500005,46.6362241254,13.6510771411
F_226,WP3-226,20-B-30,21.818739,70.182689,Q320,2020-07-07,Bergsfjord,1020.5685867475,Impact,Bergsfjord,0,41.5,700,NA,41.5,700,0.9793856803320118,14,NA,10,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,3,NA,NA,A,B,0,1,CC,0,1,1,0.0472068825,5.5717786491,8.3452643577,0.0875659887,0.64404089,19.1904434538,9.745163004,0.3626220745,0.4358747335,4.1950067398,0.2972371089,16.497610804,6.0210240861,1.8420852172,0.1672237898,0.0211402637,19.2164527511,0.4304900871,0.3591682737,0.0330888444,0.0550750205,1.2342034527,0.1549184146,0.2782010331,0.2037667461,0.0238493043,1.55158433,0.9802273152,0.0169892611,0.0514727025,1.9392244203,5.5392850845999995,2.7764258154,38.5805249859,54.5153592442,6.904115769900001
F_238,WP3-238,20-B-42,21.82426,70.183487,Q320,2020-07-08,Bergsfjord,946.118666648,Impact,Bergsfjord,0,41.5,619,NA,41.5,619,0.8660567658935933,8,NA,12,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,4,NA,NA,A,A,0,1,CC,0,1,1,0,13.3823992032,5.1836377093,0.0672346712,0.6577987389,17.4190758884,9.9680039966,0.5265909264,0.3883701655,5.4190372292,0.4535918998,14.0780005827,8.7783389518,2.038773552,0.260559028,0.1809132712,4.2430272987,0.4765230859,0.6084363158,0.0812643813,0.0923447052,0.5090152392,0.1619666015,1.855248592,0.4153918545,0.076294283,6.3985182918,0.6571863092,0.0493915909,0.2014230857,5.3716425511,14.172324082100001,5.2404998816,43.0066573877,39.1427691147,17.8505734976
F_239,WP3-239,20-B-43,21.760953,70.22529,Q320,2020-07-08,Bergsfjord,4333.0617763756,Impact,Bergsfjord,0,45,798,NA,45,798,0.8757201646090536,13,NA,18,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,5,NA,NA,A,A,0,1,CC,0,1,1,0.0758366619,4.8359163284,4.6821421874,0.0841011822,0.6109847122,18.8379652353,10.9536802471,0.4611319095,0.5146650433,5.4992825041,0.3895767554,21.5013098445,10.516533164,2.1118888068,0.1868923591,0.1639918704,4.3644931523,0.6701360421,0.5896450041,0.0348830633,0.0801391775,0.4242363526,0.1487504948,0.9534258726,0.4462970424,0.0269359955,8.0864855997,0.3415193945,0.1813820599,0.146012934,2.0797590032,12.572896838499998,4.5267698336999995,35.2519709567,49.09011513589999,15.6579139075
F_244,WP3-244,20-B-48,21.82691,70.171994,Q320,2020-07-08,Bergsfjord,2226.6340955563,Impact,Bergsfjord,0,43,720,NA,43,720,0.9055806406983032,8,NA,15,NA,immature_male_berg,immature,male,1,1,0,Jukse,hooks,3,NA,NA,A,A,0,1,CC,0,1,1,0,19.849749693,4.8165433995,0.0262254968,0.5373453227,16.455785333,5.8292384456,0.3171947229,0.2874478799,4.0063974341,0.2347448499,12.1662575141,5.6389040939,1.8966110336,0.2347885085,0.0409104257,8.4287791408,0.4798040208,0.3632883831,0.0526620232,0.0551313057,0.8527199075,0.1875845568,1.714498271,0.3180159666,0.0618434785,4.3095379528,1.0690355656,0.0619882596,0.1550659993,9.5519010154,16.100700557899998,4.450443645299999,46.3323099154,34.533352894100005,19.1343371904
F_245,WP3-245,20-B-49,21.82691,70.171994,Q320,2020-07-08,Bergsfjord,2226.6340955563,Impact,Bergsfjord,0,40,530,NA,40,530,0.828125,6,NA,20,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,3,NA,NA,A,A,0,1,CC,0,1,1,0,28.4978176232,2.9052112569,0.1226843693,0.6515193357,16.8447446879,6.4061739601,0.5457620184,0.3968280726,5.5901278993,0.4871718568,12.3031042317,8.1680131647,1.1472038031,0.2151819268,0.1399192863,3.6796413823,0.2334631879,0.1816178638,0.1083968203,0.0492835547,2.0673535713,0.1372643433,1.5350191775,0.1509552489,0.0407685179,2.8731193429,0.5408126828,0.0308580036,0.1061289868,3.8438538232,8.1075702993,3.2348569379,55.3995300864,34.17178329159999,10.428686622
