ID,Season,Location,Fjord,Treatment,Sex,Maturity,Age,Fulton,name,value,Type
F_72,Q419,Frakkfjord,Frakkfjord,Control,female,mature,8,0.8961475090243627,MFA,31.997991091599996,FA index
F_72,Q419,Frakkfjord,Frakkfjord,Control,female,mature,8,0.8961475090243627,PUFA,34.4848332882,FA index
F_72,Q419,Frakkfjord,Frakkfjord,Control,female,mature,8,0.8961475090243627,Oleic,19.6599861977,FA
F_72,Q419,Frakkfjord,Frakkfjord,Control,female,mature,8,0.8961475090243627,Linoleic,2.4691672033,FA
F_72,Q419,Frakkfjord,Frakkfjord,Control,female,mature,8,0.8961475090243627,Linolenic,0.3275117726,FA
F_72,Q419,Frakkfjord,Frakkfjord,Control,female,mature,8,0.8961475090243627,Docosahexaenoic,20.1739809949,FA
F_72,Q419,Frakkfjord,Frakkfjord,Control,female,mature,8,0.8961475090243627,Eicosapentaenoic,8.6814274468,FA
F_72,Q419,Frakkfjord,Frakkfjord,Control,female,mature,8,0.8961475090243627,Arachidonic,0.5797537551,FA
F_73,Q419,Frakkfjord,Frakkfjord,Control,female,mature,4,1.009927381190289,w3,27.8367707091,FA index
F_73,Q419,Frakkfjord,Frakkfjord,Control,female,mature,4,1.009927381190289,w6,4.805374015100001,FA index
F_73,Q419,Frakkfjord,Frakkfjord,Control,female,mature,4,1.009927381190289,SFA,34.12295670710001,FA index
F_73,Q419,Frakkfjord,Frakkfjord,Control,female,mature,4,1.009927381190289,MFA,33.7583179139,FA index
F_73,Q419,Frakkfjord,Frakkfjord,Control,female,mature,4,1.009927381190289,PUFA,32.118725378899995,FA index
F_73,Q419,Frakkfjord,Frakkfjord,Control,female,mature,4,1.009927381190289,Oleic,15.0990529224,FA
F_73,Q419,Frakkfjord,Frakkfjord,Control,female,mature,4,1.009927381190289,Linoleic,1.5550063159,FA
F_73,Q419,Frakkfjord,Frakkfjord,Control,female,mature,4,1.009927381190289,Linolenic,1.0315869706,FA
F_73,Q419,Frakkfjord,Frakkfjord,Control,female,mature,4,1.009927381190289,Docosahexaenoic,16.0814578033,FA
F_73,Q419,Frakkfjord,Frakkfjord,Control,female,mature,4,1.009927381190289,Eicosapentaenoic,9.6746059701,FA
F_73,Q419,Frakkfjord,Frakkfjord,Control,female,mature,4,1.009927381190289,Arachidonic,1.4132922614,FA
F_74,Q419,Frakkfjord,Frakkfjord,Control,female,mature,8,0.9276407004850996,w3,9.812206690499998,FA index
F_74,Q419,Frakkfjord,Frakkfjord,Control,female,mature,8,0.9276407004850996,w6,3.1464516827,FA index
F_74,Q419,Frakkfjord,Frakkfjord,Control,female,mature,8,0.9276407004850996,SFA,50.8899904515,FA index
F_74,Q419,Frakkfjord,Frakkfjord,Control,female,mature,8,0.9276407004850996,MFA,36.9261146483,FA index
F_74,Q419,Frakkfjord,Frakkfjord,Control,female,mature,8,0.9276407004850996,PUFA,12.1838949002,FA index
F_74,Q419,Frakkfjord,Frakkfjord,Control,female,mature,8,0.9276407004850996,Oleic,15.5545400505,FA
F_74,Q419,Frakkfjord,Frakkfjord,Control,female,mature,8,0.9276407004850996,Linoleic,1.3040362472,FA
F_74,Q419,Frakkfjord,Frakkfjord,Control,female,mature,8,0.9276407004850996,Linolenic,0.5292727742,FA
F_74,Q419,Frakkfjord,Frakkfjord,Control,female,mature,8,0.9276407004850996,Docosahexaenoic,4.4776883882,FA
F_74,Q419,Frakkfjord,Frakkfjord,Control,female,mature,8,0.9276407004850996,Eicosapentaenoic,3.7489732761,FA
F_74,Q419,Frakkfjord,Frakkfjord,Control,female,mature,8,0.9276407004850996,Arachidonic,0.6825552167,FA
F_79,Q419,Frakkfjord,Frakkfjord,Control,male,mature,6,0.7599654662751354,w3,21.9197034632,FA index
F_79,Q419,Frakkfjord,Frakkfjord,Control,male,mature,6,0.7599654662751354,w6,3.4900476076,FA index
F_79,Q419,Frakkfjord,Frakkfjord,Control,male,mature,6,0.7599654662751354,SFA,45.2827842753,FA index
F_79,Q419,Frakkfjord,Frakkfjord,Control,male,mature,6,0.7599654662751354,MFA,29.4038170907,FA index
F_79,Q419,Frakkfjord,Frakkfjord,Control,male,mature,6,0.7599654662751354,PUFA,25.3133986339,FA index
F_79,Q419,Frakkfjord,Frakkfjord,Control,male,mature,6,0.7599654662751354,Oleic,7.8904574605,FA
F_79,Q419,Frakkfjord,Frakkfjord,Control,male,mature,6,0.7599654662751354,Linoleic,0.4524146095,FA
F_79,Q419,Frakkfjord,Frakkfjord,Control,male,mature,6,0.7599654662751354,Linolenic,0.3560621726,FA
F_79,Q419,Frakkfjord,Frakkfjord,Control,male,mature,6,0.7599654662751354,Docosahexaenoic,15.1805740854,FA
F_79,Q419,Frakkfjord,Frakkfjord,Control,male,mature,6,0.7599654662751354,Eicosapentaenoic,6.0275902303,FA
F_79,Q419,Frakkfjord,Frakkfjord,Control,male,mature,6,0.7599654662751354,Arachidonic,2.2854506797,FA
F_80,Q419,Frakkfjord,Frakkfjord,Control,female,mature,4,0.9886297376093296,w3,29.4543843269,FA index
F_80,Q419,Frakkfjord,Frakkfjord,Control,female,mature,4,0.9886297376093296,w6,3.8833057725,FA index
F_80,Q419,Frakkfjord,Frakkfjord,Control,female,mature,4,0.9886297376093296,SFA,30.3073452784,FA index
F_80,Q419,Frakkfjord,Frakkfjord,Control,female,mature,4,0.9886297376093296,MFA,37.6120954998,FA index
F_80,Q419,Frakkfjord,Frakkfjord,Control,female,mature,4,0.9886297376093296,PUFA,32.0805592219,FA index
F_80,Q419,Frakkfjord,Frakkfjord,Control,female,mature,4,0.9886297376093296,Oleic,17.5932009429,FA
F_80,Q419,Frakkfjord,Frakkfjord,Control,female,mature,4,0.9886297376093296,Linoleic,1.6365485924,FA
F_80,Q419,Frakkfjord,Frakkfjord,Control,female,mature,4,0.9886297376093296,Linolenic,0.3794177149,FA
F_80,Q419,Frakkfjord,Frakkfjord,Control,female,mature,4,0.9886297376093296,Docosahexaenoic,18.8884889303,FA
F_80,Q419,Frakkfjord,Frakkfjord,Control,female,mature,4,0.9886297376093296,Eicosapentaenoic,8.6707746456,FA
F_80,Q419,Frakkfjord,Frakkfjord,Control,female,mature,4,0.9886297376093296,Arachidonic,0.9744314509,FA
F_81,Q419,Frakkfjord,Frakkfjord,Control,male,mature,4,0.9653061224489796,w3,25.3503681416,FA index
F_81,Q419,Frakkfjord,Frakkfjord,Control,male,mature,4,0.9653061224489796,w6,4.1213713923,FA index
F_81,Q419,Frakkfjord,Frakkfjord,Control,male,mature,4,0.9653061224489796,SFA,26.4809513055,FA index
F_81,Q419,Frakkfjord,Frakkfjord,Control,male,mature,4,0.9653061224489796,MFA,44.848320623899994,FA index
F_81,Q419,Frakkfjord,Frakkfjord,Control,male,mature,4,0.9653061224489796,PUFA,28.670728070400003,FA index
F_81,Q419,Frakkfjord,Frakkfjord,Control,male,mature,4,0.9653061224489796,Oleic,16.2586335955,FA
F_81,Q419,Frakkfjord,Frakkfjord,Control,male,mature,4,0.9653061224489796,Linoleic,1.6730492688,FA
F_81,Q419,Frakkfjord,Frakkfjord,Control,male,mature,4,0.9653061224489796,Linolenic,0.8720378053,FA
F_81,Q419,Frakkfjord,Frakkfjord,Control,male,mature,4,0.9653061224489796,Docosahexaenoic,14.7681190878,FA
F_81,Q419,Frakkfjord,Frakkfjord,Control,male,mature,4,0.9653061224489796,Eicosapentaenoic,8.5416326152,FA
F_81,Q419,Frakkfjord,Frakkfjord,Control,male,mature,4,0.9653061224489796,Arachidonic,0.794506621,FA
F_82,Q419,Frakkfjord,Frakkfjord,Control,male,mature,6,0.9882142157274432,w3,23.9148570495,FA index
F_82,Q419,Frakkfjord,Frakkfjord,Control,male,mature,6,0.9882142157274432,w6,4.6370054313,FA index
F_82,Q419,Frakkfjord,Frakkfjord,Control,male,mature,6,0.9882142157274432,SFA,30.5069044174,FA index
F_82,Q419,Frakkfjord,Frakkfjord,Control,male,mature,6,0.9882142157274432,MFA,41.54287031170001,FA index
F_82,Q419,Frakkfjord,Frakkfjord,Control,male,mature,6,0.9882142157274432,PUFA,27.9502252707,FA index
F_82,Q419,Frakkfjord,Frakkfjord,Control,male,mature,6,0.9882142157274432,Oleic,17.8201546112,FA
F_82,Q419,Frakkfjord,Frakkfjord,Control,male,mature,6,0.9882142157274432,Linoleic,1.3674508622,FA
F_82,Q419,Frakkfjord,Frakkfjord,Control,male,mature,6,0.9882142157274432,Linolenic,0.7658136521,FA
F_82,Q419,Frakkfjord,Frakkfjord,Control,male,mature,6,0.9882142157274432,Docosahexaenoic,12.874126497,FA
F_82,Q419,Frakkfjord,Frakkfjord,Control,male,mature,6,0.9882142157274432,Eicosapentaenoic,9.1776427482,FA
F_82,Q419,Frakkfjord,Frakkfjord,Control,male,mature,6,0.9882142157274432,Arachidonic,1.9527892675,FA
F_83,Q419,Frakkfjord,Frakkfjord,Control,male,immature,5,0.8996020367940473,w3,30.9341003403,FA index
F_83,Q419,Frakkfjord,Frakkfjord,Control,male,immature,5,0.8996020367940473,w6,4.849249488599999,FA index
F_83,Q419,Frakkfjord,Frakkfjord,Control,male,immature,5,0.8996020367940473,SFA,42.47903942520001,FA index
F_83,Q419,Frakkfjord,Frakkfjord,Control,male,immature,5,0.8996020367940473,MFA,22.4284924398,FA index
F_83,Q419,Frakkfjord,Frakkfjord,Control,male,immature,5,0.8996020367940473,PUFA,35.0924681348,FA index
F_83,Q419,Frakkfjord,Frakkfjord,Control,male,immature,5,0.8996020367940473,Oleic,10.3360957294,FA
F_83,Q419,Frakkfjord,Frakkfjord,Control,male,immature,5,0.8996020367940473,Linoleic,0.9873603815,FA
F_83,Q419,Frakkfjord,Frakkfjord,Control,male,immature,5,0.8996020367940473,Linolenic,0.2964786874,FA
F_83,Q419,Frakkfjord,Frakkfjord,Control,male,immature,5,0.8996020367940473,Docosahexaenoic,21.9746039803,FA
F_83,Q419,Frakkfjord,Frakkfjord,Control,male,immature,5,0.8996020367940473,Eicosapentaenoic,7.7027635091,FA
F_83,Q419,Frakkfjord,Frakkfjord,Control,male,immature,5,0.8996020367940473,Arachidonic,2.9493129818,FA
F_86,Q419,Frakkfjord,Frakkfjord,Control,male,mature,4,0.7551020408163265,w3,27.3410197066,FA index
F_86,Q419,Frakkfjord,Frakkfjord,Control,male,mature,4,0.7551020408163265,w6,7.909357499700001,FA index
F_86,Q419,Frakkfjord,Frakkfjord,Control,male,mature,4,0.7551020408163265,SFA,26.720844245499997,FA index
F_86,Q419,Frakkfjord,Frakkfjord,Control,male,mature,4,0.7551020408163265,MFA,38.06117749089999,FA index
F_86,Q419,Frakkfjord,Frakkfjord,Control,male,mature,4,0.7551020408163265,PUFA,35.2179782634,FA index
F_86,Q419,Frakkfjord,Frakkfjord,Control,male,mature,4,0.7551020408163265,Oleic,9.4221128816,FA
F_86,Q419,Frakkfjord,Frakkfjord,Control,male,mature,4,0.7551020408163265,Linoleic,2.2867667043,FA
F_86,Q419,Frakkfjord,Frakkfjord,Control,male,mature,4,0.7551020408163265,Linolenic,2.2543677614,FA
F_86,Q419,Frakkfjord,Frakkfjord,Control,male,mature,4,0.7551020408163265,Docosahexaenoic,17.0064509048,FA
F_86,Q419,Frakkfjord,Frakkfjord,Control,male,mature,4,0.7551020408163265,Eicosapentaenoic,7.6292283612,FA
F_86,Q419,Frakkfjord,Frakkfjord,Control,male,mature,4,0.7551020408163265,Arachidonic,0.3728982176,FA
F_9,Q419,Bergsfjord,Bergsfjord,Impact,female,mature,5,1.0507276622979105,w3,23.6847360678,FA index
F_9,Q419,Bergsfjord,Bergsfjord,Impact,female,mature,5,1.0507276622979105,w6,12.3815148978,FA index
F_9,Q419,Bergsfjord,Bergsfjord,Impact,female,mature,5,1.0507276622979105,SFA,22.446076583800004,FA index
F_9,Q419,Bergsfjord,Bergsfjord,Impact,female,mature,5,1.0507276622979105,MFA,47.2979339104,FA index
F_9,Q419,Bergsfjord,Bergsfjord,Impact,female,mature,5,1.0507276622979105,PUFA,30.255989505899997,FA index
F_9,Q419,Bergsfjord,Bergsfjord,Impact,female,mature,5,1.0507276622979105,Oleic,29.675236675,FA
F_9,Q419,Bergsfjord,Bergsfjord,Impact,female,mature,5,1.0507276622979105,Linoleic,8.0532424966,FA
F_9,Q419,Bergsfjord,Bergsfjord,Impact,female,mature,5,1.0507276622979105,Linolenic,2.2429810369,FA
F_9,Q419,Bergsfjord,Bergsfjord,Impact,female,mature,5,1.0507276622979105,Docosahexaenoic,7.9530102397,FA
F_9,Q419,Bergsfjord,Bergsfjord,Impact,female,mature,5,1.0507276622979105,Eicosapentaenoic,7.1034718327,FA
F_9,Q419,Bergsfjord,Bergsfjord,Impact,female,mature,5,1.0507276622979105,Arachidonic,1.0638391133,FA
F_93,Q419,Frakkfjord,Frakkfjord,Control,female,mature,5,0.9667349199422643,w3,27.2624811654,FA index
F_93,Q419,Frakkfjord,Frakkfjord,Control,female,mature,5,0.9667349199422643,w6,4.207578271,FA index
F_93,Q419,Frakkfjord,Frakkfjord,Control,female,mature,5,0.9667349199422643,SFA,26.674929715700003,FA index
F_93,Q419,Frakkfjord,Frakkfjord,Control,female,mature,5,0.9667349199422643,MFA,42.8789891102,FA index
F_93,Q419,Frakkfjord,Frakkfjord,Control,female,mature,5,0.9667349199422643,PUFA,30.446081174,FA index
F_93,Q419,Frakkfjord,Frakkfjord,Control,female,mature,5,0.9667349199422643,Oleic,15.4855507948,FA
F_93,Q419,Frakkfjord,Frakkfjord,Control,female,mature,5,0.9667349199422643,Linoleic,1.9089627849,FA
F_93,Q419,Frakkfjord,Frakkfjord,Control,female,mature,5,0.9667349199422643,Linolenic,0.8849845225,FA
F_93,Q419,Frakkfjord,Frakkfjord,Control,female,mature,5,0.9667349199422643,Docosahexaenoic,17.1628648639,FA
F_93,Q419,Frakkfjord,Frakkfjord,Control,female,mature,5,0.9667349199422643,Eicosapentaenoic,7.9318513046,FA
F_93,Q419,Frakkfjord,Frakkfjord,Control,female,mature,5,0.9667349199422643,Arachidonic,0.6041449741,FA
F_97,Q419,Frakkfjord,Frakkfjord,Control,male,mature,5,0.6068148148148148,w3,15.9512179999,FA index
F_97,Q419,Frakkfjord,Frakkfjord,Control,male,mature,5,0.6068148148148148,w6,3.9100439555,FA index
F_97,Q419,Frakkfjord,Frakkfjord,Control,male,mature,5,0.6068148148148148,SFA,38.940414446999995,FA index
F_97,Q419,Frakkfjord,Frakkfjord,Control,male,mature,5,0.6068148148148148,MFA,42.14612146679999,FA index
F_97,Q419,Frakkfjord,Frakkfjord,Control,male,mature,5,0.6068148148148148,PUFA,18.9134640863,FA index
F_97,Q419,Frakkfjord,Frakkfjord,Control,male,mature,5,0.6068148148148148,Oleic,13.8259932674,FA
F_97,Q419,Frakkfjord,Frakkfjord,Control,male,mature,5,0.6068148148148148,Linoleic,1.5240088602,FA
F_97,Q419,Frakkfjord,Frakkfjord,Control,male,mature,5,0.6068148148148148,Linolenic,0.5762109911,FA
F_97,Q419,Frakkfjord,Frakkfjord,Control,male,mature,5,0.6068148148148148,Docosahexaenoic,8.8181791242,FA
F_97,Q419,Frakkfjord,Frakkfjord,Control,male,mature,5,0.6068148148148148,Eicosapentaenoic,5.260106205,FA
F_97,Q419,Frakkfjord,Frakkfjord,Control,male,mature,5,0.6068148148148148,Arachidonic,0.814290213,FA
