ID,fisk_id1,fisk_id2,Longitude,Latitude,Season,Date,Fjord,Distance_farm,Treatment,Treatment_2,Farm,Length_cm,Weight_g,Gonade_g,Length,Weight,Liver,Gonad,Stomach,Ovarie,Code_sex_maturity,Maturity,Sex,nitrogen,dorsal fin,otolitt,redskap_Norw,Sampling_gear,Age,Age_first_spawn,Spawning_zones,pan1,pan2,NEAC,CC,Genotype,FA_G,FA_M,FA_L,Lauric,Tridecanoic,Myristic,Myristoleic,Pentadecanoic,Palmitic,Palmitoleic,Heptadecanoic,cis_10_Heptadecenoic,Stearic,Elaidic,Oleic,Vaccenic,Linoleic,Arachidic,g_Linolenic_Acid,cis_11_Eicosenoic,Linolenic,Eicosadienoic,Behenic,Eicosatrienoic_3n6,Erucic,Eicosatrienoic_3n3,Arachidonic,Docosadienoic,Lignoceric,Eicosapentaenoic,Nervonic,Docosatetraenoic,Docosapentaenoic,Docosahexaenoic
F_6,WP3-6,BI-6,21.81979,70.19185,Q419,08/10/2019,Bergsfjord,0,Impact,Impact,1,51.5,1152,6,51.5,1152,42,6,35,1,immature_female_berg,immature,female,1,1,1,Jukse,hooks,3,NA,NA,A,B,0.01,0.99,CC,1,1,1,0,3.1824745105,4.3086108086,0.0314017099,0.5974591032,8.5196856595,5.20063376,0.2159641956,0.2430932173,2.4671569868,1.8466571993,29.0253035713,4.8403243711,11.9949727855,0.1426126464,0.1607125909,7.3810809559,2.8716504329,0.9034212773,0.0760828358,0.3058520733,0.4154512454,0.477284534,0.6070154513,0.9072085713,0.0298040037,5.9100530845,0.1643807367,0.244617545,0.1182576585,6.8107764786
F_62,WP3-62,BO-26,21.77799,70.21667,Q419,10/10/2019,Bergsfjord,3180.765721831,Control,Control,0,83,4705,57,83,4705,79,57,93,1,mature_female_berg,mature,female,1,1,1,Garn,gillnet,5,NA,NA,B,B,0.00,1.00,CC,1,1,1,0.0573224427,3.185049331,10.8024489744,0.1281215032,0.7372431462,15.4161706073,0.181732092,0.1607700266,0.4839716157,1.982873862,0.0994810065,15.1277808082,3.7853371501,2.0731151148,0.1039322683,0.0953457126,4.9067081417,0.5281783361,1.182969504,0.0625864563,0.0705933046,27.8444300856,0.1082625804,0.1841735096,0.4931641035,0.0180963409,2.2386954995,1.2174581483,0.0217665427,0.0372976647,6.6649241204
F_69,WP3-69,BO-33,21.80322,70.17718,Q419,10/10/2019,Bergsfjord,1748.6754843768,Impact,Impact,0,66.5,2542,,66.5,2542,72,NA,53,NA,mature_male_berg,mature,male,1,1,1,Garn,gillnet,4,NA,NA,A,A,0.00,1.00,CC,0,1,1,0,7.9350945686,8.3787940067,0.0649134024,0.7633554873,22.8303907812,0.230349641,0.2977733981,0.4331492714,5.1773597397,0.1274444105,18.8530794963,6.8203606959,2.1448002739,0.1572704901,0.1242941467,3.535957946,0.5796037739,1.6206316775,0,0.0708607251,1.8034496807,0.1801841026,0.4020778326,0.5660653119,0.0253109617,5.4734560807,1.2371120203,0.0398088822,0.0395562506,10.0874949445
F_7,WP3-7,BI-7,21.81979,70.19185,Q419,08/10/2019,Bergsfjord,0,Impact,Impact,1,78.5,4328,23,78.5,4328,253,23,123,1,mature_female_berg,mature,female,1,1,1,Jukse,hooks,5,NA,NA,A,B,0.22,0.78,CC,1,1,1,0,2.9333253723,4.1238307079,0.0597351647,0.4443464879,14.761564934,0.1936951372,0.2502536832,0.5223090579,4.3220649231,0.2495791943,21.3674759509,5.186415555,2.7667951786,0.1333342352,0.0909987758,10.7493895189,1.1225358016,0.7566936601,0.0898584552,0.138797482,0.6236851475,0.2313076667,1.0791046637,0.792502018,0.0520986895,9.287473978,0.5707325744,0.0207195817,0.124891001,16.9544854038
F_70,WP3-70,FI-2,21.4692993,70.223588,Q419,09/10/2019,Frakkfjord,13675.6392134952,Control,Control,0,91,6400,145,91,6400,349,145,151,1,mature_female_frakk,mature,female,1,1,1,Garn,gillnet,12,8,4,A,A,0.00,1.00,CC,1,1,1,0,3.9546749139,6.5189568055,0.0872541375,0.5916373533,16.5312099833,0.1972810046,0.2557124363,0.5480752678,3.9390269226,0.1262727329,21.9881906567,6.3277083096,2.6558456617,0.1280655275,0.1940470553,3.7460678582,0.2933714546,0.3201089693,0.0555888276,0.0967172127,1.0781642539,0.1198307071,0.807725428,0.969045232,0.0423112385,9.2428745971,0.6934024268,0.3541431514,0.1108926272,18.0257972473
F_71,WP3-71,FI-3,21.4692993,70.223588,Q419,09/10/2019,Frakkfjord,13675.6392134952,Control,Control,0,77.5,3815,29,77.5,3815,91,29,71,1,mature_female_frakk,mature,female,1,1,1,Garn,gillnet,6,NA,NA,B,B,0.00,1.00,CC,1,1,1,0.0464721877,3.8281599548,8.9731108799,0.0822650682,0.3654054371,13.4630617348,6.845782203,0.1657152046,0.3213387943,1.8187899282,0.0448092922,11.2086549478,3.0130227208,2.0498442934,0.0988799188,0.0994892626,17.9519743105,1.057494995,0.3976228959,0.278016967,0.0290551837,1.5338746735,0.1670399573,0.3425872976,0.9608046854,0.129415308,6.1353369158,1.0253255711,0.0244136019,0.0508765982,17.491359211
F_72,WP3-72,FI-4,21.4692993,70.223588,Q419,09/10/2019,Frakkfjord,13675.6392134952,Control,Control,0,86,5700,58,86,5700,250,58,148,1,mature_female_frakk,mature,female,1,1,1,Garn,gillnet,8,NA,NA,A,A,0.00,1.00,CC,1,1,1,0,4.554691805,7.7184131735,0.1044398446,0.6412204194,16.5198220756,0.1970337153,0.2646505862,0.5405286793,3.5048360421,0.1111189334,19.6599861977,5.5280456438,2.4691672033,0.1186549247,0.1116060863,3.7898093775,0.3275117726,0.351268879,0.1195273674,0.0762562219,1.3194204677,0.1629037826,0.5797537551,1.0419988898,0.0753592263,8.6814274468,0.7476082323,0.3848236563,0.1241345996,20.1739809949
F_73,WP3-73,FI-5,21.48548,70.2535,Q419,16/10/2019,Frakkfjord,14341.0289628615,Control,Control,0,64.5,2710,9,64.5,2710,62,9,86,1,mature_female_frakk,mature,female,1,1,1,Jukse,hooks,4,NA,NA,A,A,0.00,1.00,CC,1,1,1,0,4.219941402,4.402987678,0.0805026153,0.6762984617,18.1678096756,0.3871702023,0.5140474753,0.5381126466,5.848465314,0.3851750796,15.0990529224,6.1017629704,1.5550063159,0.1685520806,0.1005235919,9.4197895875,1.0315869706,0.5412709472,0.0635908595,0.1023792898,0.7515193532,0.2388713878,1.4132922614,0.7892309343,0.0612637604,9.6746059701,0.9952325366,0.3036706746,0.286829232,16.0814578033
F_74,WP3-74,FI-6,21.48548,70.2535,Q419,16/10/2019,Frakkfjord,14341.0289628615,Control,Control,0,67,2790,58,67,2790,35,58,145,1,mature_female_frakk,mature,female,1,1,1,Jukse,hooks,8,NA,NA,A,B,0.00,1.00,CC,1,1,1,0,11.8032333291,5.0069592794,0.0405538391,0.851295673,25.6338722007,6.3020857853,0.5893367337,0.4860812972,6.7741397309,0.2709784495,15.5545400505,6.1161853558,1.3040362472,0.1883722326,0.1255768176,6.7156685914,0.5292727742,0.6592003434,0.0290066521,0.0390401068,0.7127801466,0.1370923615,0.6825552167,0.336042951,0.01377462,3.7489732761,0.7272411329,0,0.1444164175,4.4776883882
F_79,WP3-79,FO-5,21.455268,70.236042,Q419,09/10/2019,Frakkfjord,14590.4709763448,Control,Control,0,71,2720,,71,2720,67,NA,43,NA,mature_male_frakk,mature,male,1,1,1,Garn,gillnet,6,NA,NA,A,A,0.00,1.00,CC,0,1,1,0,23.6469564012,2.5163865795,0,0.447384788,13.3753773832,3.3500406653,0.2844662204,0.2288678022,4.1520449982,0,7.8904574605,3.9155031422,0.4524146095,0.1672872694,0,4.2854766923,0.3560621726,0.2971033836,0,0.0617667213,0.5625628585,0.1254908568,2.2854506797,0.360230648,0.6928806354,6.0275902303,9.1709084697,0.0330815655,0.1336336812,15.1805740854
F_80,WP3-80,FO-6,21.455268,70.236042,Q419,09/10/2019,Frakkfjord,14590.4709763448,Control,Control,0,70,3391,16,70,3391,129,16,92,1,mature_female_frakk,mature,female,1,1,1,Garn,gillnet,4,NA,NA,A,A,0.00,1.00,CC,1,1,1,0,3.9769815725,4.3966004115,0.0524091341,0.4648245591,15.7628069125,0.1725084079,0.2721780396,0.4866456128,5.1526526697,0.139088181,17.5932009429,4.4627895831,1.6365485924,0.1399408445,0.0992540468,12.9265848031,0.3794177149,0.3880687159,0.0686182357,0.063501415,0.9126962662,0.1494130359,0.9744314509,0.694827315,0.0727420333,8.6707746456,0.8661725687,0.0266742365,0.1091591227,18.8884889303
F_81,WP3-81,FO-7,21.455268,70.236042,Q419,09/10/2019,Frakkfjord,14590.4709763448,Control,Control,0,70,3311,,70,3311,173,NA,66,NA,mature_male_frakk,mature,male,1,1,1,Garn,gillnet,4,NA,NA,A,A,0.00,1.00,CC,0,1,1,0,2.9662501295,4.659078465,0.0539518305,0.4704924688,13.9045552929,6.260518374,0.1693113011,0.426392968,4.0481848497,0.1489599488,16.2586335955,4.6623395722,1.6730492688,0.1477551018,0.0798830707,15.1442937404,0.8720378053,0.3565841045,0.0686454455,0.0494815096,1.0184851454,0.163867652,0.794506621,0.80491312,0.0466782512,8.5416326152,0.8747454491,0.3629536977,0.2036995178,14.7681190878
F_82,WP3-82,FO-8,21.455268,70.236042,Q419,09/10/2019,Frakkfjord,14590.4709763448,Control,Control,0,63,2471,,63,2471,95,NA,42,NA,mature_male_frakk,mature,male,1,1,1,Garn,gillnet,6,NA,NA,A,A,0.00,1.00,CC,0,1,1,0.0664546401,4.5274175636,3.403022088,0.0865055103,0.6336767273,15.9573402226,7.6918627004,0.4444243088,0.7519050751,5.2616305913,0.4036544564,17.8201546112,6.7817368675,1.3674508622,0.1458815102,0.0308596834,6.7720710559,0.7658136521,0.5108961397,0.0589539266,0.0891785773,0.4562850458,0.1793951091,1.9527892675,0.6516629326,0.0081028389,9.1776427482,0.7786949891,0.0341679686,0.316241833,12.874126497
F_83,WP3-83,FO-9,21.455268,70.236042,Q419,09/10/2019,Frakkfjord,14590.4709763448,Control,Control,0,57,1666,,57,1666,22,NA,32,NA,immature_male_frakk,immature,male,1,1,1,Garn,gillnet,5,NA,NA,A,A,0.00,1.00,CC,0,1,1,0,17.2113245356,2.9363088,0.0195909395,0.5422842667,15.8478958035,0.1947717299,0.3428715235,0.31499294,4.8499641762,0.1413387653,10.3360957294,4.7559514751,0.9873603815,0.1562966044,0.0357442814,5.2023699366,0.2964786874,0.4351464253,0.1018836708,0.0478287357,0.518744979,0.1483666551,2.9493129818,0.3683792637,0.4902100445,7.7027635091,0.944635945,0.0254774192,0.1210058143,21.9746039803
F_86,WP3-86,FO-12,21.47586,70.26548,Q419,17/10/2019,Frakkfjord,15326.6942523406,Control,Control,0,70,2590,,70,2590,56,NA,64,NA,mature_male_frakk,mature,male,1,1,1,Garn,gillnet,4,NA,NA,A,A,0.00,1.00,CC,0,1,1,0,4.2180762133,7.560717013,0.0621929377,0.5410661481,12.0263460158,6.0312102986,0.1149207181,0.2557058142,1.8128442744,0.0809991711,9.4221128816,2.5143155301,2.2867667043,0.097914953,0.082908909,17.478532341,2.2543677614,3.379164358,0.2649558166,0.0518200397,1.102023321,0.1831821143,0.3728982176,1.4204579908,0.0840030932,7.6292283612,1.1140851956,0.3153412803,0.235391622,17.0064509048
F_89,WP3-89,FO-15,21.47586,70.26548,Q419,17/10/2019,Frakkfjord,15326.6942523406,Control,Control,0,88,5540,72,88,5540,624,72,77,1,mature_female_frakk,mature,female,1,1,1,Garn,gillnet,7,NA,NA,B,B,1.00,0.00,NEAC,1,1,1,0,3.8203595436,6.8232494058,0.0709020228,0.5357564417,14.2548650041,5.7181010948,0.2054665754,0.3661197748,2.608866362,0.0884868871,15.6216536454,2.8093943114,1.8689877429,0.1183851752,0.1209972486,15.5191798856,1.2480928964,2.8116737511,0.0498652622,0.0795530627,0.6046380778,0.144672097,0.3417816379,0.9724392273,0.0203414139,8.9695466719,0.5196221456,0.39168785,0.1630479021,13.1322668826
F_9,WP3-9,BI-9,21.81979,70.19185,Q419,08/10/2019,Bergsfjord,0,Impact,Impact,1,82.5,5900,30,82.5,5900,386,30,135,1,mature_female_berg,mature,female,1,1,1,Jukse,hooks,5,NA,NA,A,A,0.00,1.00,CC,1,1,1,0,3.1399420209,2.6066017199,0.0238517657,0.4745472354,11.8549324413,4.264490229,0.2599270484,0.435650237,3.8514170535,1.9318858102,29.675236675,5.6084528982,8.0532424966,0.1734607232,0.0757854789,4.6745390941,2.2429810369,2.8732027162,0.072892588,0.1637993138,0.3660893486,0.4018706767,1.0638391133,0.1209108768,0.0123557532,7.1034718327,0.3177378526,0.0307349022,0.1731408221,7.9530102397
F_93,WP3-93,FO-19,21.47586,70.26548,Q419,17/10/2019,Frakkfjord,15326.6942523406,Control,Control,0,77.5,4500,43,77.5,4500,136,43,81,1,mature_female_frakk,mature,female,1,1,1,Garn,gillnet,5,NA,NA,A,B,0.00,1.00,CC,1,1,1,0,3.5388599195,6.176360164,0.0722395796,0.5369343915,13.2075816065,6.3955862817,0.2075805714,0.5289439475,2.7435730599,0.0933360209,15.4855507948,4.1542516122,1.9089627849,0.0903635774,0.0914627285,14.5862237154,0.8849845225,0.3392187818,0.1238071722,0.0891194601,0.8936287581,0.0757923359,0.6041449741,0.8262302164,0.0498692533,7.9318513046,0.6692284,0.3484393252,0.1830098761,17.1628648639
F_97,WP3-97,FO-23,21.47586,70.26548,Q419,17/10/2019,Frakkfjord,15326.6942523406,Control,Control,0,75,2560,,75,2560,36,NA,69,NA,mature_male_frakk,mature,male,1,1,1,Garn,gillnet,5,NA,NA,A,A,0.00,1.00,CC,0,1,1,0,8.2316621576,5.7139100402,0.0413052405,0.7291407674,17.2242151134,7.1777486747,0.5500381435,0.3831606307,6.2303428654,0.1646068798,13.8259932674,5.5676397325,1.5240088602,0.1405024998,0.0741462806,13.1822596903,0.5762109911,0.897650194,0.0549247857,0.0509668115,0.8931195868,0.1248396444,0.814290213,0.397989686,0.065678074,5.260106205,0.9102877641,0.1509919102,0.2240841661,8.8181791242
